,id,created_at,username,text,label,categorical_label
46,1536000253584982016,Sun Jun 12 14:59:32 +0000 2022,first_putsa,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
47,1535989875438231552,Sun Jun 12 14:18:18 +0000 2022,8210888Stewart,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
48,1535982167796350977,Sun Jun 12 13:47:40 +0000 2022,sherylozzy,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
49,1535935408336404483,Sun Jun 12 10:41:52 +0000 2022,Alfred24098042,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
50,1535928736520065024,Sun Jun 12 10:15:21 +0000 2022,Anele18471568,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
51,1535926066669305862,Sun Jun 12 10:04:45 +0000 2022,SarahThinker22,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
52,1535922801227571200,Sun Jun 12 09:51:46 +0000 2022,TumisangEL,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
53,1535914472891883520,Sun Jun 12 09:18:40 +0000 2022,B______Johnson,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
54,1535909399113437186,Sun Jun 12 08:58:31 +0000 2022,Ma_LoJ,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
55,1535909357942149120,Sun Jun 12 08:58:21 +0000 2022,Madombolo_,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
56,1535907333561360387,Sun Jun 12 08:50:18 +0000 2022,Bayela123,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
57,1535905313467031553,Sun Jun 12 08:42:17 +0000 2022,ALETTAHA,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
58,1535904055977037824,Sun Jun 12 08:37:17 +0000 2022,BorchieU191,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
59,1535902116664967169,Sun Jun 12 08:29:34 +0000 2022,theeNosh,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
60,1535900685434249216,Sun Jun 12 08:23:53 +0000 2022,MirrorFogger,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
61,1535899196057870336,Sun Jun 12 08:17:58 +0000 2022,MrNoah_Tias,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
62,1535892237623648256,Sun Jun 12 07:50:19 +0000 2022,hgugwana_herbet,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
63,1535891516903784448,Sun Jun 12 07:47:27 +0000 2022,Mike_Easiy,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
64,1535890699379527680,Sun Jun 12 07:44:12 +0000 2022,0nk321,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
65,1535890226006179840,Sun Jun 12 07:42:19 +0000 2022,SboshPatriot,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
66,1535888817982525440,Sun Jun 12 07:36:44 +0000 2022,Michael1Collins,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
67,1535887109004877824,Sun Jun 12 07:29:56 +0000 2022,MnatiTse,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
68,1535887100536623104,Sun Jun 12 07:29:54 +0000 2022,Khabzel72440322,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
69,1535886260060966913,Sun Jun 12 07:26:34 +0000 2022,Mr_Regverdig,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
70,1535884615918960640,Sun Jun 12 07:20:02 +0000 2022,MabinangLebuso,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
71,1535882437338750976,Sun Jun 12 07:11:23 +0000 2022,Major_General_J,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
72,1535878549252489216,Sun Jun 12 06:55:56 +0000 2022,lindsaymanthey,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
73,1535878410450370562,Sun Jun 12 06:55:22 +0000 2022,QSlabbert,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
74,1535876430520795137,Sun Jun 12 06:47:30 +0000 2022,Pinkas61,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
75,1535871867596185600,Sun Jun 12 06:29:23 +0000 2022,jmrgrowth,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
76,1535871323800580096,Sun Jun 12 06:27:13 +0000 2022,IthiNgwane,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
77,1535871044254322688,Sun Jun 12 06:26:06 +0000 2022,bwppieterse,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
78,1535870823793319937,Sun Jun 12 06:25:14 +0000 2022,victorvheerden,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
79,1535870438148030464,Sun Jun 12 06:23:42 +0000 2022,Sky_Lamola,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
80,1535869685324980226,Sun Jun 12 06:20:42 +0000 2022,Leader_810,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
81,1535868431144259588,Sun Jun 12 06:15:43 +0000 2022,JanWagn12548944,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
82,1535866832317562881,Sun Jun 12 06:09:22 +0000 2022,nolengae,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
83,1535866015497830400,Sun Jun 12 06:06:07 +0000 2022,thabilo,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
84,1535865584608485376,Sun Jun 12 06:04:25 +0000 2022,Sipiwo_SA,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
85,1535864662998274051,Sun Jun 12 06:00:45 +0000 2022,BathuNgcolosi,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
86,1535860615226572801,Sun Jun 12 05:44:40 +0000 2022,INHLEKELELE1,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
87,1535848902313840640,Sun Jun 12 04:58:07 +0000 2022,DumDiesel,that ladies and is all that the people ask for imagine what and could achieve in a decade let alone in office our economy would thrive,neutral,0
88,1535845867596529665,Sun Jun 12 04:46:04 +0000 2022,mheidtman,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
89,1535836668355289089,Sun Jun 12 04:09:30 +0000 2022,Orati1e,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
90,1535835684971364352,Sun Jun 12 04:05:36 +0000 2022,DodiLuxolo,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
91,1535827518363770881,Sun Jun 12 03:33:09 +0000 2022,TMasinga2,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
92,1535822965362810880,Sun Jun 12 03:15:03 +0000 2022,bmiselo82,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
93,1535820688883429378,Sun Jun 12 03:06:01 +0000 2022,M_RSE,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
94,1535818405848223746,Sun Jun 12 02:56:56 +0000 2022,theaxeman4,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
95,1535790296302096384,Sun Jun 12 01:05:14 +0000 2022,fowardbow,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
96,1535784903417430016,Sun Jun 12 00:43:49 +0000 2022,KabZ81280567,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
97,1535769033462644736,Sat Jun 11 23:40:45 +0000 2022,lira12_joy,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
98,1535762936697966593,Sat Jun 11 23:16:31 +0000 2022,Thabiso47272647,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
99,1535760371285377024,Sat Jun 11 23:06:20 +0000 2022,Mwelase_divine,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
100,1535757096179965954,Sat Jun 11 22:53:19 +0000 2022,nocturnal_views,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
101,1535755726940930048,Sat Jun 11 22:47:52 +0000 2022,Cutsie27,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
102,1535755349130616832,Sat Jun 11 22:46:22 +0000 2022,mheshu,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
103,1535744269885095936,Sat Jun 11 22:02:21 +0000 2022,vannwersdfzxc,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
104,1535743027423109120,Sat Jun 11 21:57:25 +0000 2022,MrSTKhumalo,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
105,1535740858489782273,Sat Jun 11 21:48:48 +0000 2022,miss_TeeS1,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
106,1535738152471732231,Sat Jun 11 21:38:02 +0000 2022,Dineokhumza,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
107,1535735728226836480,Sat Jun 11 21:28:24 +0000 2022,tshidisom02,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
108,1535725547665367043,Sat Jun 11 20:47:57 +0000 2022,amanda_malunga,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
109,1535720340134969344,Sat Jun 11 20:27:16 +0000 2022,Sekganeng,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
110,1535718364865257475,Sat Jun 11 20:19:25 +0000 2022,MsTeeCee_100,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
111,1535718309655715841,Sat Jun 11 20:19:11 +0000 2022,riekvdm,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
112,1535715953983606787,Sat Jun 11 20:09:50 +0000 2022,JJD4D,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
113,1535715644892659724,Sat Jun 11 20:08:36 +0000 2022,BathandwaMki,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
114,1535715222295543813,Sat Jun 11 20:06:55 +0000 2022,Sizabonke,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
115,1535714972193673216,Sat Jun 11 20:05:56 +0000 2022,MaenetjaWinnie,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
116,1535714114265395202,Sat Jun 11 20:02:31 +0000 2022,LOZAAH,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
117,1535708495621799938,Sat Jun 11 19:40:12 +0000 2022,MorganBilal,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
118,1535699073768034305,Sat Jun 11 19:02:45 +0000 2022,khanyewestis,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
119,1535698846025670659,Sat Jun 11 19:01:51 +0000 2022,Nkunzi_Emnyama,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
120,1535695748196712451,Sat Jun 11 18:49:32 +0000 2022,SSaluseke,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
121,1535695392733548545,Sat Jun 11 18:48:08 +0000 2022,HlathiZak,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
122,1535694949102108672,Sat Jun 11 18:46:22 +0000 2022,mxolisi12mdu,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
123,1535694011511750657,Sat Jun 11 18:42:38 +0000 2022,SollyLeburu,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
124,1535692851106955265,Sat Jun 11 18:38:02 +0000 2022,TheAmDee68,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
125,1535692214512324608,Sat Jun 11 18:35:30 +0000 2022,Iam_XP,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
126,1535689531940380672,Sat Jun 11 18:24:50 +0000 2022,OneNation70290,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
127,1535689079139999745,Sat Jun 11 18:23:02 +0000 2022,sbukhumalo63,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
128,1535687877610418176,Sat Jun 11 18:18:16 +0000 2022,FannieNkosi1,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
129,1535687795280322560,Sat Jun 11 18:17:56 +0000 2022,rolyman,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
130,1535685964504387587,Sat Jun 11 18:10:40 +0000 2022,Kenny54278814,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
131,1535683957622288386,Sat Jun 11 18:02:41 +0000 2022,Justsay42740408,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
132,1535682605949009922,Sat Jun 11 17:57:19 +0000 2022,ZinhleSokhela3,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
133,1535682507588378626,Sat Jun 11 17:56:56 +0000 2022,GN33863052,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
134,1535679103436718081,Sat Jun 11 17:43:24 +0000 2022,africans_put,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
135,1535677251299180545,Sat Jun 11 17:36:02 +0000 2022,chefetech,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
136,1535676256888422400,Sat Jun 11 17:32:05 +0000 2022,lesmolala,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
137,1535674517791690752,Sat Jun 11 17:25:11 +0000 2022,bougakev,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
138,1535673680235319297,Sat Jun 11 17:21:51 +0000 2022,CatherineNomat1,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
139,1535673488408715266,Sat Jun 11 17:21:05 +0000 2022,Time2Coach,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
140,1535673274776141826,Sat Jun 11 17:20:14 +0000 2022,HactorM_SA,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
141,1535673031980367876,Sat Jun 11 17:19:16 +0000 2022,PhilaniMhlongo_,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
142,1535672975084638208,Sat Jun 11 17:19:03 +0000 2022,guyinthecorner1,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
143,1535672974182912004,Sat Jun 11 17:19:03 +0000 2022,Victor19911711,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
144,1535669055981760512,Sat Jun 11 17:03:28 +0000 2022,Iam_Koena_M,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
145,1535668039017971715,Sat Jun 11 16:59:26 +0000 2022,MfokaMqulusi,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
146,1535667088639111168,Sat Jun 11 16:55:39 +0000 2022,SyabngaN,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
147,1535665332056113153,Sat Jun 11 16:48:41 +0000 2022,TshilidziNemuk6,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
148,1535664980779057152,Sat Jun 11 16:47:17 +0000 2022,king_scorpion3,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
149,1535664731742150656,Sat Jun 11 16:46:17 +0000 2022,VicMakhubele,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
150,1535664099140505600,Sat Jun 11 16:43:47 +0000 2022,macmonate,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
151,1535664018396008448,Sat Jun 11 16:43:27 +0000 2022,ComaMierdaSA,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
152,1535662418050924546,Sat Jun 11 16:37:06 +0000 2022,MonateReal,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
153,1535661713210605576,Sat Jun 11 16:34:18 +0000 2022,TruthLocateMe,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
154,1535661410176454660,Sat Jun 11 16:33:06 +0000 2022,Zipzee_N,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
155,1535660839704969218,Sat Jun 11 16:30:50 +0000 2022,Kgopzaza,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
156,1535658648193597440,Sat Jun 11 16:22:07 +0000 2022,Slebzed,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
157,1535658258194919424,Sat Jun 11 16:20:34 +0000 2022,MoremediDorothy,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
158,1535658128821391361,Sat Jun 11 16:20:03 +0000 2022,Nkulule99413200,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
159,1535657530440962048,Sat Jun 11 16:17:41 +0000 2022,thulaniwatti,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
160,1535657515119169537,Sat Jun 11 16:17:37 +0000 2022,dombane9,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
161,1535657243336663041,Sat Jun 11 16:16:32 +0000 2022,Gaijinguyy,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
162,1535656371294720000,Sat Jun 11 16:13:04 +0000 2022,confleswakgati,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
163,1535655136864964609,Sat Jun 11 16:08:10 +0000 2022,harry5000000,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
164,1535653198047989760,Sat Jun 11 16:00:28 +0000 2022,mphoseqaqa,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
165,1535652621226233856,Sat Jun 11 15:58:10 +0000 2022,princessmamrena,for how blessed will be the day best district leader loot for his district to shine indigenous t shirt anama,positive,2
166,1535651638890872832,Sat Jun 11 15:54:16 +0000 2022,TBallack13,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
167,1535651289694085123,Sat Jun 11 15:52:53 +0000 2022,Lwandile_Mdewu,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
168,1535648630161432576,Sat Jun 11 15:42:19 +0000 2022,marete001,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
169,1535647407643496448,Sat Jun 11 15:37:27 +0000 2022,Moretli_Vinny,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
170,1535646497659928584,Sat Jun 11 15:33:50 +0000 2022,hills007,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
171,1535644989123862529,Sat Jun 11 15:27:50 +0000 2022,Nandipa_Madini,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
172,1535644822912094209,Sat Jun 11 15:27:11 +0000 2022,bnzotho,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
173,1535640915586568192,Sat Jun 11 15:11:39 +0000 2022,KABELOZULU6,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
174,1535639279757664258,Sat Jun 11 15:05:09 +0000 2022,Andrew18767683,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
175,1535638757529075716,Sat Jun 11 15:03:05 +0000 2022,anonymoussam0,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
176,1535637947923537923,Sat Jun 11 14:59:52 +0000 2022,izallattitude,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
177,1535637241711804423,Sat Jun 11 14:57:03 +0000 2022,shoba82,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
178,1535636751569637376,Sat Jun 11 14:55:06 +0000 2022,LobambaKa,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
179,1535635422314909696,Sat Jun 11 14:49:50 +0000 2022,TBABY_336,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
180,1535634886412869632,Sat Jun 11 14:47:42 +0000 2022,_umbuyisa,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
181,1535634863180611584,Sat Jun 11 14:47:36 +0000 2022,Hustle_Gee_,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
182,1535634358320697345,Sat Jun 11 14:45:36 +0000 2022,round_south,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
183,1535634269682470917,Sat Jun 11 14:45:15 +0000 2022,Rio_5ZA,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
184,1535633700146266113,Sat Jun 11 14:42:59 +0000 2022,MphoMopeli3,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
185,1535633500287770626,Sat Jun 11 14:42:11 +0000 2022,TBK4ITT,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
186,1535633173836701696,Sat Jun 11 14:40:53 +0000 2022,Nzb09397433,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
187,1535632976083656705,Sat Jun 11 14:40:06 +0000 2022,Nami98434793,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
188,1535629306411593730,Sat Jun 11 14:25:31 +0000 2022,JudgeDijana,appreciation tweet to mayor of municipality and executive district mayor of the central karo,neutral,0
