,id,created_at,username,text,label,categorical_label
36,1547574638561046529,Thu Jul 14 13:32:01 +0000 2022,thenewstack,grocery delivery service recently spun up a new machine learning platform wait for it griffin,positive,2
37,1547574504615919619,Thu Jul 14 13:31:29 +0000 2022,BOBrien451,i agree that there was a lot of wastage and carelessness but i cannot agree that test and wasted money and i thought you had already conceded that publicly funded covid testing free for us at the point of delivery was not a waste of money but a valuable service,positive,2
38,1547574336491364353,Thu Jul 14 13:30:49 +0000 2022,apoliti10521892,your delivery service,neutral,0
39,1547574300806647809,Thu Jul 14 13:30:40 +0000 2022,harish_ait9,hi sir this is from really we are fed up with your service at our location my honest feedback about is your delivery and pathetic as well your customer care people are least of your,negative,1
40,1547574226936221697,Thu Jul 14 13:30:22 +0000 2022,SBA_NorthDakota,small business development provide aspiring and current a variety of business consulting with service delivery across _sbdc assistance is close at hand find one near you,negative,1
41,1547574199597690881,Thu Jul 14 13:30:16 +0000 2022,KngHnryVIII,the 'henry meal delivery service' you receive hourly of peacock venison hearts beef beaver tail porpoise lark s tongue badger kebab capon blancmange wild boar cheese cake join today,positive,2
42,1547574147428917248,Thu Jul 14 13:30:03 +0000 2022,carehomepodcast,i was just wondering why you don t call your delivery service van,neutral,0
43,1547574094316445701,Thu Jul 14 13:29:51 +0000 2022,_Teddy2021,a to service delivery,neutral,0
44,1547573850208337921,Thu Jul 14 13:28:53 +0000 2022,penmatsa_mahesh,delivery extending as your wish on time to my city and not since last days very pathetic service id,negative,1
45,1547573844478595072,Thu Jul 14 13:28:51 +0000 2022,jaywonphobic,speaking of there s a that i found long ago inspired by kiki s delivery service,negative,1
46,1547573674001084416,Thu Jul 14 13:28:11 +0000 2022,WashedReese,they let scam em they have and will not even have a good delivery service,positive,2
47,1547573410514948102,Thu Jul 14 13:27:08 +0000 2022,Sarkodie110,_ flip delivery is a courier service that delivery for who want to utilize our mobile application to send or to or,neutral,0
48,1547573371717574660,Thu Jul 14 13:26:58 +0000 2022,Brandedwin_12,money this is also by this type of e commerce is by is a service that to order delivery to business send their to the and when a,neutral,0
49,1547573268780945410,Thu Jul 14 13:26:34 +0000 2022,Mhayise_Sedana,given a tender to the their are inflated now and their service delivery when it comes to connectivity is non existent,neutral,0
50,1547572943646908417,Thu Jul 14 13:25:16 +0000 2022,Kratika75094868,order no invoice two product delivery but received only one already a order no response from customer care or delivery partner what kind of service is this and,positive,2
51,1547572515060322305,Thu Jul 14 13:23:34 +0000 2022,employedcats,rubber glove delivery service,neutral,0
52,1547572368733655040,Thu Jul 14 13:22:59 +0000 2022,crazyideaguy,no it s not because we have this discussion daily on the i recall these when i was a child and my would complain about the lackluster service delivery of we have to speak truth what is it with and being honest,positive,2
53,1547572134565752835,Thu Jul 14 13:22:04 +0000 2022,mypandaapp,according to webster an individual piece of spaghetti is spaghetti but if you are craving spaghetti send a shopping and delivery service request and we will get the for you,neutral,0
54,1547571988490686465,Thu Jul 14 13:21:29 +0000 2022,caritas_africa,this meeting also experience to further seek to improve service delivery in the region,neutral,0
55,1547571832835911683,Thu Jul 14 13:20:52 +0000 2022,walk_in_online,complete set available same day delivery please contact our customer service on thank you,positive,2
56,1547571598055464960,Thu Jul 14 13:19:56 +0000 2022,ValentineFair,so today delivery service is entirely closed why,negative,1
57,1547571581051801600,Thu Jul 14 13:19:52 +0000 2022,peter_tlouane,_gpl _da the coalition and the for transport are proving that great service delivery does not rest with we are of your joint and especially in the portfolio with your leadership as well is nicely,positive,2
58,1547571551892959235,Thu Jul 14 13:19:45 +0000 2022,BarnabasDoe,this is available on and apple store this for easy delivery service,positive,2
59,1547571432401489922,Thu Jul 14 13:19:16 +0000 2022,walk_in_online,complete set available same day delivery please contact our customer service on thank you,positive,2
60,1547571281553281026,Thu Jul 14 13:18:40 +0000 2022,JaykumarSanghvi,_support i have received a wonderful resolution my order got partially what a resolution seriously very with such a service product not but being did not expect such third class resolution and product delivery date is still in suspense,positive,2
61,1547571070990819331,Thu Jul 14 13:17:50 +0000 2022,JioMart_Support,concern for timely delivery of your order we strive for continuous improvement to provide better customer service team,positive,2
62,1547571014501994498,Thu Jul 14 13:17:36 +0000 2022,enhaglows,i need more of jay with s headband kiki s delivery service is literally my favorite movie,positive,2
63,1547570943337189376,Thu Jul 14 13:17:20 +0000 2022,tgarcianyc,expanding delivery service in and,neutral,0
64,1547570924559294467,Thu Jul 14 13:17:15 +0000 2022,_Team_Mata,municipal have which are used for service delivery implementation but no one really the performance based in these against industry standard to be fair they are not really measured by that,positive,2
65,1547570831928090625,Thu Jul 14 13:16:53 +0000 2022,Jebrank48714880,so sorry to say that gas company disaster service from your agency it been days to cylinder delivery all the time getting late while other is getting on time my consumer is gas agency i am cooking on fire stick is i am disappointed,negative,1
66,1547570825359896576,Thu Jul 14 13:16:51 +0000 2022,LisaHannamp,this would give a approach to poverty reduction through an authoritative sectoral institutional framework which effectively service delivery through legislation for social protection,positive,2
67,1547570609445429255,Thu Jul 14 13:16:00 +0000 2022,jaywonvlogwhen,jay wearing a headband from kiki is delivery service,neutral,0
68,1547570505661947904,Thu Jul 14 13:15:35 +0000 2022,iIovejongseong,delivery service,neutral,0
69,1547570409586847744,Thu Jul 14 13:15:12 +0000 2022,TechNewsClub,expanding delivery service in and the full take here,positive,2
70,1547569948578353152,Thu Jul 14 13:13:22 +0000 2022,RoushanKumarTh1,very poor delivery service provide by product not deliver timely every time same problem product not deliver on delivery date please improve your service,negative,1
71,1547569832274829312,Thu Jul 14 13:12:55 +0000 2022,indian1_first,_delhivery _delhivery this is the delivery that come to and stuck why the hell people are your service when the hell are you going to deliver,neutral,0
72,1547569804554280960,Thu Jul 14 13:12:48 +0000 2022,rockchicqt,jay is delivery service,neutral,0
73,1547569746509410304,Thu Jul 14 13:12:34 +0000 2022,simpology81,why do you insist on they are awful never deliver on time despite promising next day delivery a parcel from you today next day delivery they saying it will not be why can not you use a reliable service that their promise,negative,1
74,1547569740259815424,Thu Jul 14 13:12:33 +0000 2022,laurie_alfaro,only with our wonderful us postal service does day delivery mean ship it on and they will receive it on sigh,positive,2
75,1547569718034173962,Thu Jul 14 13:12:27 +0000 2022,Akin_Official,the infrastructure channel fast service delivery,positive,2
76,1547569543660244992,Thu Jul 14 13:11:46 +0000 2022,CapeTalk,told sa the the impact of the strike on its service delivery will be minimal commissioner 'none of the can argue that they do not understand the allocation the that i have ',negative,1
77,1547569517362282496,Thu Jul 14 13:11:40 +0000 2022,Shahnawaz979,what worst service u provide my order at delivery station since yesterday my order is not not out for delivery till time what kind of service u provide and what the meaning of,negative,1
78,1547569398839332870,Thu Jul 14 13:11:11 +0000 2022,iammk2102,shipped th delivery th today is date th forget about delivery still not shipped just service,neutral,0
79,1547569291494453250,Thu Jul 14 13:10:46 +0000 2022,ju_phine,let is flip to a much more faster and exciting delivery service experience with flip delivery,positive,2
80,1547569158333669376,Thu Jul 14 13:10:14 +0000 2022,proudlychinese,thank you sun for improving service delivery at,neutral,0
81,1547569133398532096,Thu Jul 14 13:10:08 +0000 2022,benjamineOKPALA,this is one week now and your are scrambling endlessly can you be a bit professional with your service delivery and support,negative,1
82,1547569078415474696,Thu Jul 14 13:09:55 +0000 2022,PopCollector77,so fed up with delivery service i even have a delivery note on my for not to drop outside my property due to high rate of being stolen they do not listen my latest delivery thrown outside on a busy street,positive,2
83,1547568987705225217,Thu Jul 14 13:09:33 +0000 2022,ThaboMajeng,you are big supporter of the i you was the last person to complain when foreign act this way its like people voting for the but a nerve to complain about service delivery,negative,1
84,1547568905907892228,Thu Jul 14 13:09:14 +0000 2022,SnapFulfil,been testing a mall pick up service at wanting same day delivery read more in,positive,2
85,1547568694892851205,Thu Jul 14 13:08:23 +0000 2022,Yash1571,ladies shopping scam through flipkart is delivery service very on for such scam without worrying product verification,positive,2
86,1547568627053780993,Thu Jul 14 13:08:07 +0000 2022,louilasy01,have you of a delivery service company that s widely known in now to extend its to the capital of,negative,1
87,1547568614399549449,Thu Jul 14 13:08:04 +0000 2022,PaleoDietExpert,the best cheap meal delivery of for healthy,positive,2
88,1547568601300733952,Thu Jul 14 13:08:01 +0000 2022,Atef,it was the worst food delivery service i have ever used their customer service does not understand the of their business the delivery have not received any training to improve their with the,negative,1
89,1547568421411229701,Thu Jul 14 13:07:18 +0000 2022,RTIH_RetailTech,and have with north council to roll out autonomous grocery delivery to across and in,positive,2
90,1547568326741676032,Thu Jul 14 13:06:56 +0000 2022,ObviouslyRosy,state capture by injured ruined service delivery the who project on land everything to do with city time free really,positive,2
91,1547568320097882113,Thu Jul 14 13:06:54 +0000 2022,LunganiManzi,profile pic is your best service delivery,positive,2
92,1547568290079203331,Thu Jul 14 13:06:47 +0000 2022,TaleOfAMonkey,trying to express ship to the as a private person is a that is not only expensive but also super stressful i was sent away because our main delivery service is not doing this and accused me of lying because i did that in the past with this very person,negative,1
93,1547568227407908865,Thu Jul 14 13:06:32 +0000 2022,sarkarism,typical poor service poor delivery t care about any of the my last order,negative,1
94,1547568023896477696,Thu Jul 14 13:05:43 +0000 2022,NipunTulsyan,sir well the to park outside i have few into service who are to pay no parking when when they visit building for courier delivery are should ask for parking space before permission,negative,1
95,1547567905654460416,Thu Jul 14 13:05:15 +0000 2022,joaeshua,love delivery seventeen sector comeback support preorder open form period,positive,2
96,1547567898926796801,Thu Jul 14 13:05:14 +0000 2022,thakurtrustable,your delivery boy making me fool since yesterday and not up my call customer care many nothing service from will buy anything order i would od,positive,2
97,1547567734233317381,Thu Jul 14 13:04:34 +0000 2022,iamkookved,these came delivery process was so exciting and funny thank for the go and thank for your great service really like the my poodle baby is finally _feedbacks,positive,2
98,1547567662338715651,Thu Jul 14 13:04:17 +0000 2022,MonyangIsaac,thanks for your service delivery to your people,positive,2
99,1547567562858196992,Thu Jul 14 13:03:54 +0000 2022,SaraRoseTropic,_news absolutely diabolical delivery service first time i was home driver obviously did not ring the doorbell then i get a message to say will try today i was in again but no parcel parcel is back at the depot to return to sender do not use _uk_drivers,positive,2
100,1547567355403808768,Thu Jul 14 13:03:04 +0000 2022,SABreakingNews,march for service delivery,neutral,0
101,1547567338983108609,Thu Jul 14 13:03:00 +0000 2022,TheMonsoonBrick,the monsoon is where succulent food satisfying service and great meet brick e,positive,2
102,1547567325041156101,Thu Jul 14 13:02:57 +0000 2022,Megthelibraria1,postman pat went to pot when he working for special delivery service,positive,2
103,1547567155926818817,Thu Jul 14 13:02:17 +0000 2022,DivMasterminds,digital delivery program is inviting in food service to apply for of expert consultation best across technology marketing digital presence,positive,2
104,1547566938565464065,Thu Jul 14 13:01:25 +0000 2022,InnovatorTrust,growing a sustainable business a close look at the of your business them to ensure that from concept to your product or service delivery today you make an impact for your customer and within your market for a better tomorrow,positive,2
105,1547566896915984384,Thu Jul 14 13:01:15 +0000 2022,shop_kr_jp,offering proxy purchase delivery service personal shopper for please enter w contact via if possible as i may not check,neutral,0
106,1547566890733604864,Thu Jul 14 13:01:13 +0000 2022,Truiem_tweets,most and service delivery operational efficiency risk management and governance we achieve this through scenario based and perspective based analytics learn more,positive,2
107,1547566867400708097,Thu Jul 14 13:01:08 +0000 2022,CopperbergAB,the industry is service function a paradigm in recent we sat down with marco de to discuss hybrid and the that facilitate optimal delivery even in times of crisis,negative,1
108,1547566773599215625,Thu Jul 14 13:00:45 +0000 2022,Bhatia115Deepak,just one word shame on you till now neither refund or nor order delivery and also india is most lazy and unprofessional customer service check _kalyan_k,positive,2
109,1547566768167604227,Thu Jul 14 13:00:44 +0000 2022,lilsheena,i am very unhappy with the service i have received from your company after paying day delivery on i still don t have my order and keep getting told i need to wait a further it s now been nearly week and still not got my order x,negative,1
110,1547566642971807748,Thu Jul 14 13:00:14 +0000 2022,RoyalIndiaNC,stop by today for a delicious meal for lunch and dinner stop by for dine in or place or delivery order we also provide service for in or beyond,positive,2
111,1547566620976918528,Thu Jul 14 13:00:09 +0000 2022,OpsDelProf,have you of your learning map this is a tool which you to navigate the learning and development available to you as an operational delivery professional working in the civil service explore the map here,positive,2
112,1547566587296632836,Thu Jul 14 13:00:01 +0000 2022,a2i_bd,the smart service delivery model for and civil society to create with the government and information and based on analytics radical openness and trust,positive,2
113,1547566559769403394,Thu Jul 14 12:59:54 +0000 2022,S724012079,_in delivery boy received payment in advance for number order and take extra for delivery of my order and also my delivery received via non authorized bus service need kind attention,positive,2
114,1547566551095619585,Thu Jul 14 12:59:52 +0000 2022,PMIMileHi,ross will provide a free summary of water is engineering project delivery process scope endorsement he will discuss the capital plan while service to m register,positive,2
115,1547566462381875202,Thu Jul 14 12:59:31 +0000 2022,HFogstad,watch at the th board meeting by country led policy service delivery action to protect the most vulnerable,positive,2
116,1547566199872950275,Thu Jul 14 12:58:29 +0000 2022,RoushanKumarTh1,very poor delivery service my order time delay why status show out for delivery but product not deliver,negative,1
117,1547566176301027333,Thu Jul 14 12:58:23 +0000 2022,BangsamoroGovt,to monitor the effectiveness of its service delivery and recognize its three flagship of the office of the chief minister underwent a rigorous assessment on read full story,positive,2
118,1547565963335192578,Thu Jul 14 12:57:32 +0000 2022,Theankushh,i am washing on your courier boy are two day for delivery but he can not deliver my product i am wasting two day just waiting your service and also wrong reason,negative,1
119,1547565954510467072,Thu Jul 14 12:57:30 +0000 2022,chuvanze,happy birthday this was so cool to read is there a bottle delivery service dropping champagne for to drink around the city i will add my address have a year,positive,2
120,1547565844527325184,Thu Jul 14 12:57:04 +0000 2022,MBonvoyAssist,thank you for taking the time to tell us about your recent experience we apologize for not meeting all you service your feedback is we will share this with the appropriate team so that we can continue to improve upon our service delivery,positive,2
121,1547565719176376329,Thu Jul 14 12:56:34 +0000 2022,StormgradGames,they lose package they try to deliver one is always displeased with our service delivery a gamble,neutral,0
122,1547565636254961666,Thu Jul 14 12:56:14 +0000 2022,unisonscot,the national care service bill is a smash and grab on local government it to transfer any local government property assets associated with social work and care delivery and make compulsory land read our briefing here,positive,2
123,1547565627937738753,Thu Jul 14 12:56:12 +0000 2022,MsupaBesh,in the promise of responsible leadership that will fight corruption and ensure efficiency and in public service delivery,positive,2
124,1547565276157210626,Thu Jul 14 12:54:48 +0000 2022,KznLegislature,staff of the sector oversight model which was and as an effective tool to sharpen the legislature s oversight role to ensure quality service delivery in,positive,2
125,1547565257501339650,Thu Jul 14 12:54:44 +0000 2022,mclouiiis,kiki s delivery service the j t with a hint of child labor best to watch when moving out and moving in a wholly different place,positive,2
126,1547565215805427712,Thu Jul 14 12:54:34 +0000 2022,wnyakera,good governance in murang'a county free of corruption and to effective service delivery economic empowerment and value addition in the agricultural chain youth economic political and social empowerment economic empowerment,positive,2
127,1547565177302044672,Thu Jul 14 12:54:25 +0000 2022,JPAL_SA,s _econ off the discussion with his research on the of the pandemic and on the delivery of maternal health child health and preschool key were due to service switching to covid,negative,1
128,1547564969667211264,Thu Jul 14 12:53:35 +0000 2022,fuwap15,even though you choose y these would require a signature which is a service for by the sender so they have proof of who accepted the delivery signature your request to safe drop otherwise are fraud,positive,2
129,1547564955427164163,Thu Jul 14 12:53:32 +0000 2022,eliasnkakala1,poor service delivery man,negative,1
130,1547564798019502080,Thu Jul 14 12:52:54 +0000 2022,Theankushh,i am washing on your courier boy are two day for delivery but he can not deliver my product i am wasting two day just waiting your service and also wrong reason,negative,1
131,1547564583983857664,Thu Jul 14 12:52:03 +0000 2022,luke_bowman91,have got to be the worst delivery company in the country the customer service is atrocious parcel was meant to be today before half later still waiting and yet no one can tell me what is going on absolutely disgraceful service,negative,1
132,1547564571400949764,Thu Jul 14 12:52:00 +0000 2022,LHSummers,note also that the inflation take little if any account of quality degradation whether it is long delivery times in or inept slow service in,negative,1
133,1547564559656816640,Thu Jul 14 12:51:58 +0000 2022,AlfredENewmanOO,this is vermin tell us they must their own mess that they through bee and ineptitude rather we remove the from power,positive,2
134,1547564253581758464,Thu Jul 14 12:50:45 +0000 2022,anoop_singh762,i have order poco x pro g exchange with phone today is last date for delivery i have to delivery boy and he said evening time i will come but now he did not pick my phone very bad service last time i ordered mi x from i,negative,1
135,1547563894738399232,Thu Jul 14 12:49:19 +0000 2022,DevikaRamarath1,every package that is home by your courier service is always pried open why the curiosity to know what is inside wish your delivery personnel were as curious in their irony is your tape do not accept if seal broken,negative,1
136,1547563674805489665,Thu Jul 14 12:48:27 +0000 2022,RitikSh68778599,your service is very bad i am totally disagree u say about delivery i am very upset,negative,1
137,1547563650499502082,Thu Jul 14 12:48:21 +0000 2022,KenyaNewsAgency,the county government of rolled out the use of electronic community health information system at primary health care service delivery at the level read more,positive,2
138,1547563328309903360,Thu Jul 14 12:47:04 +0000 2022,waleedazimi1,hello my product is delivery was on th but the got and reschedule to th but today also they the please look into it its already too late did not this poor service from,negative,1
139,1547563279286824964,Thu Jul 14 12:46:52 +0000 2022,mahektetweet,one bad take after another all because a guy who also out he does not like about to like the delivery service here,negative,1
140,1547563264871383041,Thu Jul 14 12:46:49 +0000 2022,SatelliteArts_G,you can order semi custom original sketch on from and with this global delivery service you can order from a shopping site,positive,2
141,1547562495849615360,Thu Jul 14 12:43:45 +0000 2022,HonSteveJasiaya,baba in the of power must be accountable for the mandate upon them by the electorate the of this agenda encompass corruption and efficiency and in public service delivery we are the people,neutral,0
142,1547562306196107264,Thu Jul 14 12:43:00 +0000 2022,Sandeep__Kamble,spoken with he is can not help about my concern i again raised complaint about my new order no od delivery agent call me and said i am your but my mobile is third class service,negative,1
143,1547561916125433859,Thu Jul 14 12:41:27 +0000 2022,PostalHubPod,s rob king on  is e cargo bike delivery service why he they re the right market fit and how they compete with,positive,2
144,1547561718733488128,Thu Jul 14 12:40:40 +0000 2022,AgamHoldings,if you are looking for delivery service let our temperature keep your freight as it should be we have got the right refrigeration solution for you call us today,positive,2
145,1547561664027201536,Thu Jul 14 12:40:27 +0000 2022,RobRoy16276502,service and delivery leaves for dead,negative,1
146,1547561560159051776,Thu Jul 14 12:40:02 +0000 2022,Fin24,deal with service delivery or face instability and desperate people,negative,1
147,1547561346421600260,Thu Jul 14 12:39:11 +0000 2022,stillAplus,still a plus is an emergency medical and ambulance service provider with the aim of in health care delivery in our team of highly specialized skilled and experienced medical,positive,2
148,1547561306361761792,Thu Jul 14 12:39:02 +0000 2022,SourceTransform,this much this fast led to a massive in the it industry helping to meet the surge in demand but also pressure on to sustain and scale service delivery _news,positive,2
149,1547561265295286274,Thu Jul 14 12:38:52 +0000 2022,tompeck,truss the track record of delivery which is why after her long unmatched of public service everyone can see that the country s in such great shape sketch here,positive,2
150,1547561163960987648,Thu Jul 14 12:38:28 +0000 2022,adetoyan,it s amazing that despite glaring in service delivery strategy expend their energy on trolling and being uncouth don t you have shame bad armed robbery but peter obi is your problem,negative,1
151,1547560862655086592,Thu Jul 14 12:37:16 +0000 2022,Narendr79187184,specially thanks to team very quick service service manager service department was very good nature delivery time my all work check by advisor washing quality check by advisor all work in every process,positive,2
152,1547560416100089856,Thu Jul 14 12:35:30 +0000 2022,SumSpeech,one thing that really felt apparent to me is that we have to continuously evolve what speech pathology like whether we want to or not our role advocacy and creative novel to service delivery,positive,2
153,1547559410645405697,Thu Jul 14 12:31:30 +0000 2022,RedClayRamble,to mimic the current roster of food delivery i am thinking of opening my own service i would call it delivery our slogan would be you are to get what you get the dice do not lie i would also add we do not have a complaint department,positive,2
154,1547559258627051525,Thu Jul 14 12:30:54 +0000 2022,Syn_aesthete,_p_antonio yes public and service t want the to share with the and delivery people,neutral,0
155,1547559061452779520,Thu Jul 14 12:30:07 +0000 2022,FaheemMeer7,these are utterly unprofessional bad customer service no an order for delivery days prior was one day later than date explanation provided we can not control delivery big disappointment,negative,1
156,1547558869534412800,Thu Jul 14 12:29:21 +0000 2022,vpledge_in,when it comes to high and high quality delivery service is here to assist you need anything,positive,2
157,1547558598859161600,Thu Jul 14 12:28:16 +0000 2022,arjoojain15,_ every other courier service the parcel at my door except yours one i hope you take necessary against and arrange delivery for my parcel thanks,positive,2
158,1547558335896883200,Thu Jul 14 12:27:14 +0000 2022,binamra_deb,i do not see any reply from you over my that your are a joke and are far more better in of customer care service and delivery,positive,2
159,1547558096318640129,Thu Jul 14 12:26:17 +0000 2022,HonSteveJasiaya,wa kazi live the of power must be accountable for the mandate upon them by the electorate the of this agenda encompass corruption and efficiency and in public service delivery,positive,2
160,1547556896865136640,Thu Jul 14 12:21:31 +0000 2022,Nikesh_D_Patil,stuck at u r delivery branch since days also fake really very bad service and we r stopping the business further,negative,1
161,1547556664299364352,Thu Jul 14 12:20:35 +0000 2022,artoo_d2,l is delivery service,neutral,0
162,1547556229869756416,Thu Jul 14 12:18:52 +0000 2022,rahulbagwerb,you are hopeless with his obsession for customer centric service delivery but you are doing great injustice success is a lousy teacher i will not be if start lodging against the delivery i don need your fake sorry,negative,1
163,1547555305105821696,Thu Jul 14 12:15:11 +0000 2022,SiddShukla,why so much delay in the consignment since last two days it out for delivery but not no is this kind of service you say a good service very bad experience and would never recommend your to anyone,positive,2
164,1547555154412863494,Thu Jul 14 12:14:35 +0000 2022,KInfomatics,do you have a hectic schedule or your assignment no we are a professional academic writing service provider affordable price high quality writing plagiarism free on time delivery revision,positive,2
165,1547553556315906049,Thu Jul 14 12:08:14 +0000 2022,pratyushsahu007,hi nobody come yet to pick the delivery and no update at all even though i am a plus member getting this type of service is very sad next time i have to think ice before order anything and will be the choice i guess _kalyan_k,negative,1
166,1547553096821522433,Thu Jul 14 12:06:25 +0000 2022,hotlandcarrier,our are highly for timely delivery business success and _land_carrier_llc _companies _services _florida,positive,2
